 1.36000000e+00 4.84691020e+00
 1.38000000e+00 5.01107067e+00
 1.40000000e+00 5.07791417e+00
 1.42000000e+00 4.97256662e+00
 1.44000000e+00 5.02512769e+00
 1.46000000e+00 4.96749648e+00
 1.48000000e+00 4.82489389e+00
 1.50000000e+00 5.06644346e+00
 1.52000000e+00 4.78681527e+00
 1.54000000e+00 4.91833699e+00
 1.56000000e+00 5.02841531e+00
 1.58000000e+00 4.94415634e+00
 1.60000000e+00 4.89764595e+00
 1.62000000e+00 5.02622219e+00
 1.64000000e+00 5.05976212e+00
 1.66000000e+00 5.06657289e+00
 1.68000000e+00 5.04905952e+00
 1.70000000e+00 4.95236305e+00
 1.72000000e+00 5.02175911e+00
 1.74000000e+00 4.85186795e+00
 1.76000000e+00 4.90423828e+00
 1.78000000e+00 4.93404166e+00
 1.80000000e+00 5.06930413e+00
 1.82000000e+00 4.96076475e+00
 1.84000000e+00 5.03876014e+00
 1.86000000e+00 5.12935104e+00
 1.88000000e+00 4.88816571e+00
 1.90000000e+00 5.21979503e+00
 1.92000000e+00 4.81131580e+00
 1.94000000e+00 4.93220828e+00
 1.96000000e+00 4.96104863e+00
 1.98000000e+00 4.89017334e+00
 2.00000000e+00 4.87305478e+00
